City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
411,Narsaq,60.9167,-46.05,52.02,70,100,5.44,GL,2022-05-07 20:12:28,overcast clouds
412,Ketchikan,55.3422,-131.6461,52.27,50,40,11.5,US,2022-05-07 20:12:29,scattered clouds
413,Sur,22.5667,59.5289,84.76,62,0,11.61,OM,2022-05-07 20:12:30,clear sky
414,Carroll,39.5501,-77.0164,49.23,86,100,12.66,US,2022-05-07 20:12:30,light rain
415,Port Macquarie,-31.4333,152.9167,49.89,67,78,7.14,AU,2022-05-07 20:12:32,broken clouds
416,Flin Flon,54.7682,-101.865,64.56,50,96,9.6,CA,2022-05-07 20:12:33,overcast clouds
417,Yantzaza,-3.8278,-78.7594,76.71,89,29,2.13,EC,2022-05-07 20:12:34,moderate rain
418,Sibolga,1.7427,98.7792,75.85,90,100,1.52,ID,2022-05-07 20:12:34,light rain
419,Gondar,12.6,37.4667,69.1,39,97,5.5,ET,2022-05-07 20:12:36,overcast clouds
420,Zyryanovsk,49.7386,84.2719,47.89,79,100,4.94,KZ,2022-05-07 20:12:37,overcast clouds
421,Burla,21.5,83.8667,82.33,44,51,4.7,IN,2022-05-07 20:12:38,broken clouds
422,Amarpur,25.0333,86.9,84.54,50,1,5.19,IN,2022-05-07 20:08:11,clear sky
423,Dawlatabad,36.4141,64.9053,81.5,26,98,6.11,AF,2022-05-07 20:12:38,overcast clouds
424,Jining,35.405,116.5814,52.43,44,47,5.46,CN,2022-05-07 20:12:39,scattered clouds
425,Mahebourg,-20.4081,57.7,77.25,79,21,15.08,MU,2022-05-07 20:12:40,few clouds
426,Mwinilunga,-11.7358,24.4293,63.37,72,51,3.29,ZM,2022-05-07 20:12:42,broken clouds
427,Port Hedland,-20.3167,118.5667,69.85,56,28,6.91,AU,2022-05-07 20:12:44,scattered clouds
428,Quesnel,52.9999,-122.5029,55.6,36,100,2.73,CA,2022-05-07 20:10:25,overcast clouds
429,Port Keats,-14.25,129.55,72.36,36,0,12.59,AU,2022-05-07 20:12:45,clear sky
430,Sisimiut,66.9395,-53.6735,33.08,58,1,8.23,GL,2022-05-07 20:12:47,clear sky
431,Lancut,50.0687,22.2291,55.24,81,0,2.3,PL,2022-05-07 20:12:48,clear sky
432,Kalmunai,7.4167,81.8167,81.9,80,100,1.19,LK,2022-05-07 20:09:22,overcast clouds
433,Vestmanna,62.1564,-7.1664,43.72,81,100,4.61,FO,2022-05-07 20:12:49,overcast clouds
434,Boende,-0.2167,20.8667,73.44,87,68,3.44,CD,2022-05-07 20:12:50,broken clouds
435,Bayan,46.0833,127.4,41.94,69,10,3.15,CN,2022-05-07 20:12:51,clear sky
436,Agadez,19.75,10.25,91.4,15,67,11.5,NE,2022-05-07 20:12:52,broken clouds
437,Poum,-20.2333,164.0167,76.84,71,34,18.32,NC,2022-05-07 20:12:54,scattered clouds
438,Ilulissat,69.2167,-51.1,28.42,54,0,5.75,GL,2022-05-07 20:12:56,clear sky
439,Leh,34.1667,77.5833,47.39,47,92,5.26,IN,2022-05-07 20:12:57,overcast clouds
440,Manta,-0.95,-80.7333,80.38,78,75,17.27,EC,2022-05-07 20:12:58,broken clouds
441,Nordhausen,51.5167,10.8,59.77,93,100,4.03,DE,2022-05-07 20:12:59,overcast clouds
442,Mahina,-17.5065,-149.489,82.17,74,75,8.05,PF,2022-05-07 20:13:00,light rain
443,Constitucion,-35.3333,-72.4167,60.76,65,3,13.09,CL,2022-05-07 20:10:56,clear sky
444,Kodinar,20.7903,70.7031,81.84,67,0,14.61,IN,2022-05-07 20:13:01,clear sky
445,Atar,20.5169,-13.0499,95.23,10,6,9.71,MR,2022-05-07 20:13:03,clear sky
446,Nossa Senhora Das Dores,-10.4917,-37.1933,77.11,70,44,10.29,BR,2022-05-07 20:13:05,scattered clouds
447,Trincomalee,8.5711,81.2335,80.8,85,100,12.55,LK,2022-05-07 20:13:07,overcast clouds
448,Partizanskoye,55.5006,94.39,40.35,38,97,18.28,RU,2022-05-07 20:13:07,overcast clouds
449,Manadhoo,5.7667,73.3833,85.05,70,94,12.59,MV,2022-05-07 20:13:08,overcast clouds
450,Bonfim,3.0833,-59.95,82.9,66,96,3.49,BR,2022-05-07 20:13:09,overcast clouds
451,Orlik,52.5178,99.825,42.39,63,16,4.18,RU,2022-05-07 20:13:10,few clouds
452,Golspie,57.9727,-3.978,52.0,84,44,6.11,GB,2022-05-07 20:13:11,scattered clouds
453,Kondratovo,57.9804,56.1066,43.09,56,0,11.18,RU,2022-05-07 20:13:12,clear sky
454,Labytnangi,66.6572,66.4183,23.32,97,96,3.44,RU,2022-05-07 20:13:13,overcast clouds
455,Merritt Island,28.5392,-80.672,90.21,45,0,19.57,US,2022-05-07 20:13:14,clear sky
456,Brigantine,39.4101,-74.3646,49.05,95,100,31.07,US,2022-05-07 20:11:26,mist
457,Nizhnevartovsk,60.9344,76.5531,21.22,79,0,4.47,RU,2022-05-07 20:13:15,clear sky
458,Kharan,28.5833,65.4167,88.5,11,1,1.86,PK,2022-05-07 20:13:15,clear sky
459,Den Helder,52.9599,4.7593,53.98,84,75,14.0,NL,2022-05-07 20:13:16,broken clouds
460,Catalao,-18.1658,-47.9464,80.89,44,89,4.38,BR,2022-05-07 20:13:16,overcast clouds
461,Butembo,0.15,29.2833,58.14,91,97,3.27,CD,2022-05-07 20:13:17,overcast clouds
462,Grindavik,63.8424,-22.4338,45.07,81,75,26.46,IS,2022-05-07 20:13:18,light rain
463,Saint-Francois,46.4154,3.9054,56.64,72,0,6.91,FR,2022-05-07 20:13:18,clear sky
464,Chimoio,-19.1164,33.4833,62.04,82,5,1.16,MZ,2022-05-07 20:13:19,clear sky
465,Payo,-3.7508,103.6372,73.98,99,100,2.48,ID,2022-05-07 20:13:20,moderate rain
466,Teahupoo,-17.8333,-149.2667,76.96,77,8,1.72,PF,2022-05-07 20:13:21,clear sky
467,Harrisburg,40.2737,-76.8844,49.44,89,100,11.99,US,2022-05-07 20:13:17,moderate rain
468,Egvekinot,66.3167,-179.1667,23.41,94,100,4.47,RU,2022-05-07 20:13:23,overcast clouds
469,Henties Bay,-22.116,14.2845,58.05,86,0,12.8,NA,2022-05-07 20:13:24,clear sky
470,Okhotsk,59.3833,143.3,32.36,78,10,9.6,RU,2022-05-07 20:13:25,clear sky
471,Bambanglipuro,-7.95,110.2833,76.78,91,86,3.38,ID,2022-05-07 20:13:25,overcast clouds
472,Tautira,-17.7333,-149.15,80.4,77,7,1.97,PF,2022-05-07 20:13:26,clear sky
473,Onokhino,56.925,65.5394,43.12,66,23,9.04,RU,2022-05-07 20:13:28,few clouds
474,Santa Rosalia,27.3167,-112.2833,86.34,27,5,2.75,MX,2022-05-07 20:13:29,clear sky
475,Bontang,0.1333,117.5,78.31,87,100,3.96,ID,2022-05-07 20:13:29,overcast clouds
476,Harper,4.375,-7.7169,81.36,81,100,8.93,LR,2022-05-07 20:09:23,overcast clouds
477,Dali,25.7,100.1833,60.1,76,73,4.52,CN,2022-05-07 20:13:31,broken clouds
478,Bathsheba,13.2167,-59.5167,83.01,74,40,10.36,BB,2022-05-07 20:13:32,scattered clouds
479,Tahe,52.3333,124.7333,32.25,49,0,1.99,CN,2022-05-07 20:13:33,clear sky
480,Cedar City,37.6775,-113.0619,76.17,18,0,18.41,US,2022-05-07 20:13:34,clear sky
481,Birao,10.2849,22.7882,86.92,32,100,4.27,CF,2022-05-07 20:13:35,overcast clouds
482,Boca Do Acre,-8.7522,-67.3978,83.64,63,84,2.55,BR,2022-05-07 20:13:36,broken clouds
483,Quelimane,-17.8786,36.8883,67.5,84,17,2.98,MZ,2022-05-07 20:13:36,few clouds
484,Hailey,43.5196,-114.3153,48.79,51,100,17.27,US,2022-05-07 20:13:37,overcast clouds
485,Mogadishu,2.0371,45.3438,82.26,80,69,16.6,SO,2022-05-07 20:13:37,light rain
486,Olafsvik,64.8945,-23.7142,43.86,84,100,14.72,IS,2022-05-07 20:13:38,overcast clouds
487,Asau,46.4333,26.4,51.28,69,95,1.34,RO,2022-05-07 20:13:38,overcast clouds
488,Hortobagy,47.5828,21.1511,61.0,65,99,7.47,HU,2022-05-07 20:13:40,overcast clouds
489,Havelock,34.8791,-76.9013,76.95,74,94,10.0,US,2022-05-07 20:13:40,overcast clouds
490,Kavaratti,10.5669,72.642,84.49,71,47,9.13,IN,2022-05-07 20:13:42,scattered clouds
491,Curitibanos,-27.2828,-50.5844,58.62,73,1,3.06,BR,2022-05-07 20:13:44,clear sky
492,Tabuk,17.4189,121.4443,74.75,90,95,3.2,PH,2022-05-07 20:13:44,overcast clouds
493,Turukhansk,65.8167,87.9833,12.43,86,100,19.98,RU,2022-05-07 20:13:45,overcast clouds
494,Belaya Gora,68.5333,146.4167,18.23,91,100,11.45,RU,2022-05-07 20:13:46,overcast clouds
495,Vysokogornyy,50.1167,139.15,31.95,91,100,4.88,RU,2022-05-07 20:13:47,overcast clouds
496,Kalundborg,55.6795,11.0886,48.34,65,49,19.01,DK,2022-05-07 20:13:48,scattered clouds
497,Mayo,38.8876,-76.5119,52.21,93,100,12.66,US,2022-05-07 20:13:50,light rain
498,Laukaa,58.7372,29.8453,51.26,81,100,4.29,RU,2022-05-07 20:13:51,overcast clouds
499,Hobyo,5.3505,48.5268,83.1,83,7,20.89,SO,2022-05-07 20:13:52,clear sky
500,Wellington,-41.2866,174.7756,62.06,86,40,24.16,NZ,2022-05-07 20:10:34,scattered clouds
501,Tamandare,-8.7597,-35.1047,77.97,82,96,4.07,BR,2022-05-07 20:13:53,overcast clouds
502,Atasu,48.6814,71.6433,43.81,34,3,18.88,KZ,2022-05-07 20:13:54,clear sky
503,Peniche,39.3558,-9.3811,64.11,74,99,8.93,PT,2022-05-07 20:09:22,overcast clouds
504,Salta,-24.7859,-65.4117,66.79,60,75,8.05,AR,2022-05-07 20:13:55,broken clouds
505,Saquarema,-22.92,-42.5103,73.44,81,23,8.97,BR,2022-05-07 20:13:55,few clouds
506,Shahrud,36.4182,54.9763,66.69,46,100,5.19,IR,2022-05-07 20:13:56,overcast clouds
507,Lodja,-3.4833,23.4333,72.68,92,99,0.92,CD,2022-05-07 20:13:57,light rain
508,Gimli,50.6336,-96.9907,62.42,59,100,19.04,CA,2022-05-07 20:13:57,overcast clouds
509,Ust-Uda,54.1742,103.0304,50.31,61,99,12.19,RU,2022-05-07 20:13:58,overcast clouds
510,Punta De Bombon,-17.1717,-71.7931,67.3,79,99,5.08,PE,2022-05-07 20:13:58,overcast clouds
511,Pravia,43.4906,-6.1508,57.67,94,20,8.05,ES,2022-05-07 20:13:59,few clouds
512,Newberry,34.2746,-81.6187,73.78,63,98,8.81,US,2022-05-07 20:10:09,overcast clouds
513,Hella,67.2,14.4333,35.74,78,40,19.57,NO,2022-05-07 20:14:00,scattered clouds
514,Korla,41.7597,86.1469,73.54,34,57,9.53,CN,2022-05-07 20:14:01,broken clouds
515,Raudeberg,61.9875,5.1352,41.67,75,84,12.97,NO,2022-05-07 20:14:02,light rain
516,Biak,-0.9131,122.8766,77.09,87,90,3.47,ID,2022-05-07 20:14:03,overcast clouds
517,Bandarbeyla,9.4942,50.8122,82.17,89,28,9.1,SO,2022-05-07 20:14:04,scattered clouds
518,Mulege,26.8833,-111.9833,91.69,26,5,6.6,MX,2022-05-07 20:14:05,clear sky
519,Liuzhou,24.3126,109.3892,72.73,92,100,2.44,CN,2022-05-07 20:14:06,overcast clouds
520,Ixtapa,20.7,-105.2,78.03,73,0,14.97,MX,2022-05-07 20:14:06,clear sky
521,Manuk Mangkaw,4.8,119.85,82.78,80,100,9.6,PH,2022-05-07 20:14:07,overcast clouds
522,Acajutla,13.5928,-89.8275,85.6,67,55,8.95,SV,2022-05-07 20:14:09,broken clouds
523,Kandrian,-6.2167,149.55,77.18,91,27,4.5,PG,2022-05-07 20:14:09,scattered clouds
524,Bayir,37.2687,28.2167,54.12,42,7,3.13,TR,2022-05-07 20:14:10,clear sky
525,Parintins,-2.6283,-56.7358,84.81,71,64,2.48,BR,2022-05-07 20:14:11,moderate rain
526,Horn,51.8715,8.9451,57.34,84,92,6.73,DE,2022-05-07 20:14:13,overcast clouds
527,Fernie,49.5,-115.0687,48.88,97,100,5.7,CA,2022-05-07 20:14:13,overcast clouds
528,Ola,59.5833,151.2833,34.14,97,100,11.68,RU,2022-05-07 20:14:14,overcast clouds
529,Along,28.1667,94.7667,68.14,96,38,2.37,IN,2022-05-07 20:14:15,scattered clouds
530,Vao,-22.6667,167.4833,73.74,63,71,19.46,NC,2022-05-07 20:14:16,broken clouds
531,Gualeguay,-33.1416,-59.3097,72.59,63,6,8.52,AR,2022-05-07 20:14:17,clear sky
532,Codrington,-38.2667,141.9667,53.38,83,73,8.59,AU,2022-05-07 20:14:18,broken clouds
533,Guangyuan,32.442,105.823,68.13,84,42,2.35,CN,2022-05-07 20:14:19,scattered clouds
534,Nome,64.5011,-165.4064,32.16,93,100,18.41,US,2022-05-07 20:14:21,light snow
535,Gobabis,-22.45,18.9667,59.63,28,1,11.39,NA,2022-05-07 20:14:22,clear sky
536,Caborca,30.5838,-111.101,92.84,6,0,18.52,MX,2022-05-07 20:14:24,clear sky
537,Yongan,39.6957,113.6871,42.22,95,100,3.96,CN,2022-05-07 20:14:26,light rain
538,Anadyr,64.75,177.4833,32.5,74,0,13.42,RU,2022-05-07 20:14:28,clear sky
539,Lorengau,-2.0226,147.2712,82.18,82,66,13.06,PG,2022-05-07 20:14:28,broken clouds
540,Pingliang,35.5392,106.6861,58.44,82,95,2.91,CN,2022-05-07 20:14:29,overcast clouds
541,Batouri,4.4333,14.3667,73.51,79,64,3.33,CM,2022-05-07 20:14:30,broken clouds
542,Presidente Medici,-11.1753,-61.9014,84.85,69,0,3.44,BR,2022-05-07 20:14:32,clear sky
543,Bakchar,57.0186,82.0711,29.75,57,100,9.73,RU,2022-05-07 20:14:34,overcast clouds
544,Porto Belo,-27.1578,-48.5531,71.55,62,55,4.97,BR,2022-05-07 20:14:34,broken clouds
545,Jintur,19.6167,76.7,90.46,21,3,8.08,IN,2022-05-07 20:14:35,clear sky
546,Chilliwack,49.1747,-121.9443,55.0,77,100,10.0,CA,2022-05-07 20:09:57,overcast clouds
547,Rovaniemi,66.5,25.7167,40.41,38,0,9.22,FI,2022-05-07 20:14:36,clear sky
548,Mandalgovi,45.7625,106.2708,41.05,61,0,5.82,MN,2022-05-07 20:14:37,clear sky
549,Tamale,9.4008,-0.8393,83.37,55,100,5.3,GH,2022-05-07 20:14:37,overcast clouds
550,Santa Helena De Goias,-17.8136,-50.5969,83.39,47,0,2.33,BR,2022-05-07 20:14:38,clear sky
551,Saint-Augustin,51.226,-58.6502,41.52,44,100,15.01,CA,2022-05-07 20:14:39,overcast clouds
552,Sale,34.0389,-6.8166,68.68,73,7,5.75,MA,2022-05-07 20:14:40,clear sky
553,Buturlino,55.5667,44.8974,44.69,70,51,6.8,RU,2022-05-07 20:14:41,broken clouds
554,Mayumba,-3.432,10.6554,77.31,88,80,2.24,GA,2022-05-07 20:14:41,broken clouds
555,Quimperle,47.8667,-3.55,59.22,67,0,10.36,FR,2022-05-07 20:14:42,clear sky
556,Jacksonville,30.3322,-81.6556,89.04,40,40,25.32,US,2022-05-07 20:12:29,scattered clouds
557,Tadine,-21.55,167.8833,73.89,65,90,15.01,NC,2022-05-07 20:14:44,overcast clouds
558,Nyurba,63.2842,118.3319,36.09,85,100,7.58,RU,2022-05-07 20:14:44,overcast clouds
559,Meulaboh,4.1363,96.1285,76.77,90,100,6.08,ID,2022-05-07 20:14:45,moderate rain
560,North Bend,43.4065,-124.2243,54.91,80,40,13.8,US,2022-05-07 20:14:08,scattered clouds
561,Zamora,-4.0692,-78.9567,75.6,90,39,4.03,EC,2022-05-07 20:14:45,light rain
562,Dakar,14.6937,-17.4441,77.88,81,13,22.55,SN,2022-05-07 20:14:46,few clouds
563,Kaeo,-35.1,173.7833,51.33,96,9,3.8,NZ,2022-05-07 20:14:47,clear sky
564,Port Augusta,-32.5,137.7667,50.58,64,0,3.2,AU,2022-05-07 20:14:48,clear sky
565,Opuwo,-18.0607,13.84,65.08,38,3,5.19,NA,2022-05-07 20:14:49,clear sky
566,Mahibadhoo,3.7833,72.9667,84.72,76,100,14.47,MV,2022-05-07 20:14:50,overcast clouds
567,Ndele,8.4109,20.6473,78.71,64,87,2.73,CF,2022-05-07 20:14:52,overcast clouds
568,Rio Cuarto,-33.1307,-64.3499,74.97,33,40,17.27,AR,2022-05-07 20:10:16,scattered clouds
569,Waynesville,35.4887,-82.9887,64.49,85,100,1.01,US,2022-05-07 20:14:53,overcast clouds
570,Vila Franca Do Campo,37.7167,-25.4333,64.81,91,93,1.19,PT,2022-05-07 20:14:54,overcast clouds
571,Lebanon,36.2081,-86.2911,60.13,84,100,6.91,US,2022-05-07 20:12:03,overcast clouds
572,Cedar Rapids,42.0083,-91.6441,71.1,37,0,12.66,US,2022-05-07 20:12:09,clear sky
573,Ganta,7.3022,-8.5308,72.28,97,99,4.07,LR,2022-05-07 20:14:56,moderate rain
574,Talaya,61.3833,152.75,23.76,91,89,3.96,RU,2022-05-07 20:14:58,overcast clouds
575,Hokitika,-42.7167,170.9667,57.49,84,100,7.47,NZ,2022-05-07 20:14:58,moderate rain
576,Alto Araguaia,-17.3147,-53.2153,79.27,47,0,4.32,BR,2022-05-07 20:14:59,clear sky
577,Huanren,41.2647,125.3667,43.16,41,100,0.47,CN,2022-05-07 20:15:00,overcast clouds
578,Macas,-2.3167,-78.1167,82.15,32,40,5.75,EC,2022-05-07 20:14:13,scattered clouds
579,Haikou,20.0458,110.3417,74.57,93,100,8.19,CN,2022-05-07 20:15:02,overcast clouds
580,Camajuani,22.4833,-79.75,89.74,51,40,13.8,CU,2022-05-07 20:15:02,light rain
581,Puerto Del Rosario,28.5004,-13.8627,69.55,73,0,16.11,ES,2022-05-07 20:15:03,clear sky
582,Katobu,-4.9408,122.5276,76.26,92,100,4.85,ID,2022-05-07 20:15:03,overcast clouds
583,Lhokseumawe,5.1801,97.1507,76.3,91,100,2.64,ID,2022-05-07 20:15:04,light rain
584,Alegrete,-29.7831,-55.7919,65.82,73,59,7.18,BR,2022-05-07 20:15:05,broken clouds
585,Sobolevo,54.4299,31.8996,49.84,84,99,10.67,RU,2022-05-07 20:15:05,overcast clouds
586,Jega,12.2175,4.3792,97.77,28,100,7.81,NG,2022-05-07 20:15:06,overcast clouds
587,Istiaia,38.9558,23.1528,56.7,70,96,2.15,GR,2022-05-07 20:15:07,overcast clouds
